title	words_men	words_women	frac_women	script_id	imdb_id	year	gross
(500) Days of Summer	12762.0	5738.0	0.31016216216216214	1534	tt1022603	2009	37.0
10 Things I Hate About You	10688.0	8992.0	0.45691056910569106	1512	tt0147800	1999	65.0
12 Years a Slave	16176.0	3452.0	0.17587120440187487	1517	tt2024544	2013	60.0
12 and Holding	10644.0	5324.0	0.33341683366733466	1514	tt0417385	2005	
127 Hours	4336.0	809.0	0.15724003887269195	1520	tt1542344	2010	20.0
1408	3039.0	284.0	0.08546494131808606	6537	tt0450385	2007	91.0
1492: Conquest of Paradise	7656.0	487.0	0.059805968316345326	3778	tt0103594	1992	15.0
15 Minutes	7584.0	1524.0	0.1673254281949934	623	tt0179626	2001	37.0
17 Again	12832.0	3806.0	0.22875345594422405	1525	tt0974661	2009	74.0
2 Guns	9206.0	583.0	0.059556645214015734	6030	tt1272878	2013	80.0
2001: A Space Odyssey	4246.0	155.0	0.035219268348102704	625	tt0062622	1968	376.0
2012	11574.0	2560.0	0.18112353190887223	1509	tt1190080	2009	192.0
21	9088.0	732.0	0.07454175152749491	8543	tt0478087	2008	98.0
22 Jump Street	8355.0	1591.0	0.1599638045445405	7834	tt2294449	2014	204.0
25th Hour	9059.0	1073.0	0.1059020923805764	630	tt0307901	2002	19.0
28 Days	699.0	1705.0	0.709234608985025	3784	tt0191754	2000	59.0
28 Days Later...	3309.0	1304.0	0.2826793843485801	6360	tt0289043	2002	67.0
28 Weeks Later	2091.0	1019.0	0.3276527331189711	7597	tt0463854	2007	36.0
3 Days to Kill	5575.0	4573.0	0.4506306661411115	8209	tt2172934	2014	32.0
3 Men and a Baby	12366.0	632.0	0.048622865056162486	1408	tt0094137	1987	373.0
3 Women	171.0	1531.0	0.899529964747356	7678	tt0075612	1977	
30 Days of Night	4161.0	1713.0	0.2916241062308478	8671	tt0389722	2007	50.0
30 Minutes or Less	14278.0	704.0	0.04698972099853157	1530	tt1622547	2011	40.0
300	9348.0	1071.0	0.10279297437374028	7770	tt0416449	2006	280.0
3:10 to Yuma	5699.0	145.0	0.024811772758384667	3789	tt0381849	2007	67.0
42	14974.0	1793.0	0.10693624381225025	1502	tt0453562	2013	101.0
48 Hrs.	20866.0	3438.0	0.1414581961816985	1532	tt0083511	1982	224.0
50/50	5617.0	2209.0	0.28226424738052647	3770	tt1306980	2011	38.0
8MM	16082.0	4426.0	0.21581821728106104	1537	tt0134273	1999	62.0
A Beautiful Mind	6487.0	1496.0	0.1873982212200927	5820	tt0268978	2001	262.0
A Civil Action	4553.0	255.0	0.05303660565723794	6574	tt0120633	1998	105.0
A Clockwork Orange	10647.0	703.0	0.061938325991189425	4022	tt0066921	1971	
A Dry White Season	9202.0	1716.0	0.15717164315808757	2190	tt0097243	1989	8.0
A Few Good Men	36484.0	5854.0	0.13826822240068024	1538	tt0104257	1992	295.0
A Good Year	6423.0	3374.0	0.3443911401449423	8880	tt0401445	2006	9.0
A History of Violence	7891.0	2818.0	0.263143150620973	8007	tt0399146	2005	42.0
A Man Apart	7281.0	110.0	0.01488296576917873	7931	tt0266465	2003	37.0
A Most Violent Year	10130.0	1644.0	0.13962969254289112	5368	tt2937898	2014	6.0
A Most Wanted Man	6029.0	2938.0	0.32764581242332996	8057	tt1972571	2014	18.0
A Night at the Roxbury	13139.0	1490.0	0.10185248479048466	5342	tt0120770	1998	56.0
A Nightmare on Elm Street	2188.0	3132.0	0.5887218045112782	1196	tt0087800	1984	68.0
A Nightmare on Elm Street 2: Freddy's Revenge	2098.0	1286.0	0.38002364066193856	6161	tt0089686	1985	73.0
A Nightmare on Elm Street 3: Dream Warriors	3817.0	3546.0	0.4815971750645118	4706	tt0093629	1987	99.0
A Nightmare on Elm Street 4: The Dream Master	1778.0	2252.0	0.5588089330024814	4702	tt0095742	1988	104.0
A Nightmare on Elm Street 5: The Dream Child	2420.0	4614.0	0.6559567813477396	4703	tt0097981	1989	48.0
A Perfect Getaway	4685.0	1388.0	0.22855260991272847	7251	tt0971209	2009	17.0
A Perfect World	9510.0	2277.0	0.19317892593535252	1222	tt0107808	1993	65.0
A Room with a View	5474.0	7644.0	0.5827107790821772	4892	tt0091867	1985	51.0
A Scanner Darkly	9556.0	2171.0	0.18512833631789888	6822	tt0405296	2006	7.0
A Serious Man	8163.0	866.0	0.09591316867870196	633	tt1019452	2009	10.0
A Simple Plan	7563.0	1930.0	0.20330770041082905	4961	tt0120324	1998	30.0
A Single Man	4874.0	1047.0	0.17682823847323087	4963	tt1315981	2009	10.0
A Walk to Remember	3902.0	1710.0	0.304704205274412	1455	tt0281358	2002	61.0
A.I. Artificial Intelligence	4315.0	1200.0	0.21758839528558477	8682	tt0212720	2001	120.0
About Last Night	6833.0	4864.0	0.4158331196033171	6034	tt1826590	2014	51.0
Above the Law	6527.0	1317.0	0.16789903110657828	642	tt0094602	1988	40.0
Absolute Power	9180.0	3006.0	0.2466765140324963	1545	tt0118548	1997	94.0
Ace Ventura: Pet Detective	7942.0	2785.0	0.25962524470961124	1550	tt0109040	1994	150.0
Adaptation.	6817.0	2863.0	0.29576446280991736	6407	tt0268126	2002	33.0
Adventureland	6619.0	2414.0	0.2672423336654489	3805	tt1091722	2009	18.0
Affliction	17032.0	2768.0	0.1397979797979798	1559	tt0118564	1997	11.0
Agnes of God	1322.0	15732.0	0.9224815292599976	1564	tt0088683	1985	
Air Force One	4679.0	1492.0	0.2417760492626803	647	tt0118571	1997	327.0
Airplane II: The Sequel	4138.0	1704.0	0.29168093118794935	650	tt0083530	1982	
Airplane!	3984.0	1500.0	0.2735229759299781	648	tt0080339	1980	269.0
Aladdin	6635.0	774.0	0.10446753947901201	1571	tt0103639	1992	454.0
Alfie	6245.0	937.0	0.1304650515176831	8683	tt0375173	2004	18.0
Ali	8144.0	857.0	0.09521164315076103	653	tt0248667	2001	89.0
Alice in Wonderland	1883.0	3515.0	0.6511670989255279	3816	tt1014759	2010	368.0
Alien	5672.0	2830.0	0.3328628557986356	1576	tt0078748	1979	6.0
Alien Nation	5888.0	349.0	0.05595638928972262	652	tt0094631	1988	53.0
Alien: Resurrection	2886.0	1504.0	0.3425968109339408	3818	tt0118583	1997	90.0
Aliens	7194.0	6476.0	0.4737381126554499	1597	tt0090605	1986	199.0
Aliens vs. Predator: Requiem	3516.0	1467.0	0.2944009632751355	7235	tt0758730	2007	52.0
Alienﾳ	6838.0	1846.0	0.2125748502994012	1582	tt0103644	1992	116.0
All About Steve	6901.0	8644.0	0.5560630427790286	1603	tt0881891	2009	39.0
All God's Children Can Dance	2360.0	2099.0	0.4707333482843687	3824	tt0847214	2008	
All the Boys Love Mandy Lane	2129.0	2141.0	0.5014051522248244	6157	tt0490076	2006	
All the President's Men	7890.0	603.0	0.07099964676792653	7583	tt0074119	1976	
All the Pretty Horses	11394.0	1559.0	0.12035821817339612	8230	tt0149624	2000	25.0
Almost Famous	16484.0	6766.0	0.29101075268817206	1606	tt0181875	2000	52.0
Alone in the Dark	5296.0	1800.0	0.25366403607666294	1609	tt0369226	2005	6.0
Amadeus	10022.0	2266.0	0.18440755208333334	664	tt0086879	1984	
Amelia	13622.0	17014.0	0.5553597075336206	1613	tt1129445	2009	16.0
American Beauty	9882.0	6842.0	0.40911265247548434	1615	tt0169547	1999	222.0
American Gangster	8100.0	939.0	0.10388317291735812	665	tt0765429	2007	164.0
American Gigolo	5393.0	1898.0	0.26032094362913183	7955	tt0080365	1980	
American Graffiti	7255.0	2619.0	0.2652420498278307	666	tt0069704	1973	565.0
American History X	6394.0	1302.0	0.16917879417879417	5805	tt0120586	1998	12.0
American Hustle	16441.0	5507.0	0.25091124476034266	1628	tt1800241	2013	160.0
American Madness	19074.0	3448.0	0.15309475179824172	1631	tt0022626	1932	
American Outlaws	10438.0	911.0	0.08027138954974007	1634	tt0244000	2001	20.0
American Pie	12612.0	4844.0	0.2774977085242896	1635	tt0163651	1999	174.0
American Psycho	13528.0	3212.0	0.1918757467144564	1639	tt0144084	2000	24.0
American Sniper	2859.0	1183.0	0.2926768926274122	7413	tt2179136	2014	372.0
American Splendor	15694.0	3472.0	0.18115412710007306	1643	tt0305206	2003	8.0
American Ultra	5227.0	2966.0	0.3620163554253631	7716	tt3316948	2015	14.0
Amour	4183.0	2294.0	0.35417631619576967	5373	tt1602620	2012	
Am�lie	3093.0	3887.0	0.5568767908309455	5803	tt0211915	2001	51.0
An Affair to Remember	2963.0	2474.0	0.4550303476181718	3807	tt0050105	1957	
An American Werewolf in London	5018.0	1298.0	0.20550981633945536	674	tt0082010	1981	
An American Werewolf in Paris	7776.0	1899.0	0.19627906976744186	3838	tt0118604	1997	50.0
An Education	6292.0	14330.0	0.694888953544758	1650	tt1174732	2009	14.0
An Officer and a Gentleman	8714.0	2671.0	0.23460693895476503	4738	tt0084434	1982	384.0
An Unmarried Woman	2829.0	7443.0	0.7245911214953271	8219	tt0078444	1978	
Analyze That	12083.0	759.0	0.05910294346674973	678	tt0289848	2002	48.0
Analyze This	26548.0	2292.0	0.07947295423023579	1652	tt0122933	1999	183.0
Anastasia	3003.0	2148.0	0.41700640652300525	676	tt0118617	1997	110.0
Anatomy of a Murder	15297.0	2928.0	0.16065843621399176	8699	tt0052561	1959	
Anchorman: The Legend of Ron Burgundy	7864.0	2206.0	0.21906653426017875	7630	tt0357413	2004	117.0
Angel Eyes	8140.0	11438.0	0.5842271937889468	1655	tt0225071	2001	36.0
Angels & Demons	15272.0	2848.0	0.15717439293598234	1657	tt0808151	2009	154.0
Animal Kingdom	6649.0	2051.0	0.2357471264367816	3850	tt1313092	2010	1.0
Anna Karenina	6147.0	4819.0	0.43944920663870146	1659	tt1781769	2012	13.0
Annie Hall	8994.0	4142.0	0.3153166869671133	682	tt0075686	1977	152.0
Anonymous	9738.0	1434.0	0.12835660580021482	1667	tt1521197	2011	4.0
Another Year	5715.0	8280.0	0.5916398713826366	5376	tt1431181	2010	3.0
Antitrust	15668.0	3686.0	0.19045158623540354	1669	tt0218817	2001	16.0
Antz	9180.0	3366.0	0.2682926829268293	1671	tt0120587	1998	168.0
Any Given Sunday	18436.0	3260.0	0.15025811209439527	8703	tt0146838	1999	129.0
Apocalypse Now	20250.0	564.0	0.027097146151628712	1676	tt0078788	1979	16.0
Apt Pupil	27428.0	768.0	0.02723790608596964	1682	tt0118636	1998	16.0
Arbitrage	9737.0	2198.0	0.1841642228739003	1684	tt1764183	2012	8.0
Arctic Blue	6996.0	653.0	0.08537063668453393	1689	tt0106303	1993	
Argo	8919.0	345.0	0.03724093264248705	1691	tt1024648	2012	148.0
Arlington Road	8457.0	2103.0	0.19914772727272728	7800	tt0137363	1999	41.0
Armageddon	7333.0	379.0	0.049144190871369293	1694	tt0120591	1998	374.0
Army of Darkness	5980.0	440.0	0.06853582554517133	1696	tt0106308	1992	24.0
Art School Confidential	5638.0	1604.0	0.22148577740955538	6605	tt0364955	2006	4.0
Arthur	8921.0	4841.0	0.35176573172503994	1700	tt0082031	1981	298.0
Arthur Christmas	3530.0	250.0	0.06613756613756613	6037	tt1430607	2011	50.0
As Good as It Gets	15860.0	8458.0	0.34780820791183487	1702	tt0119822	1997	280.0
Assassins	12478.0	4380.0	0.25981729742555465	1705	tt0112401	1995	60.0
At First Sight	13314.0	8688.0	0.39487319334605947	1710	tt0132512	1999	38.0
Atonement	2740.0	3379.0	0.5522144141199542	3872	tt0783233	2007	64.0
August: Osage County	3380.0	11625.0	0.7747417527490836	5378	tt1322269	2013	40.0
Austin Powers: International Man of Mystery	3779.0	1714.0	0.3120334971782268	698	tt0118655	1997	102.0
Austin Powers: The Spy Who Shagged Me	3494.0	940.0	0.2119981957600361	699	tt0145660	1999	351.0
Authors Anonymous	7119.0	4931.0	0.40921161825726143	1716	tt2114461	2014	
Autumn in New York	10868.0	11302.0	0.50978800180424	1717	tt0174480	2000	61.0
Avatar	11470.0	5962.0	0.34201468563561266	1718	tt0499549	2009	882.0
Awakenings	9503.0	2417.0	0.20276845637583893	706	tt0099077	1990	107.0
Away We Go	6226.0	5067.0	0.4486850261223767	5170	tt1176740	2009	10.0
Away from Her	2834.0	6909.0	0.7091244996407677	3879	tt0491747	2006	20.0
Babel	11836.0	4118.0	0.25811708662404415	1727	tt0449467	2006	45.0
Bachelor Party	3666.0	955.0	0.20666522397749404	707	tt0086927	1984	99.0
Back to the Future	6822.0	917.0	0.11849076108024292	7856	tt0088763	1985	517.0
Back to the Future Part II	7837.0	928.0	0.10587564175698802	3881	tt0096874	1989	258.0
Back to the Future Part III	8044.0	1082.0	0.1185623493315801	3882	tt0099088	1990	180.0
Backdraft	20664.0	2798.0	0.11925667036058307	1735	tt0101393	1991	160.0
Bad Boys	8772.0	3133.0	0.2631667366652667	708	tt0112442	1995	131.0
Bad Country	7718.0	248.0	0.031132312327391415	1739	tt2350892	2014	
Bad Day at Black Rock	17282.0	998.0	0.05459518599562363	1740	tt0047849	1955	
Bad Lieutenant	3072.0	1222.0	0.2845831392640894	712	tt0103759	1992	4.0
Bad Meat	3570.0	1483.0	0.2934890164258856	7897	tt1034010	2011	
Bad Santa	5404.0	702.0	0.11496888306583689	1744	tt0307987	2003	86.0
Bad Teacher	4489.0	10782.0	0.706044135943946	1746	tt1284575	2011	109.0
Badlands	5706.0	6338.0	0.5262371305214214	1747	tt0069762	1973	
Bamboozled	9632.0	1835.0	0.16002441789482863	714	tt0215545	2000	3.0
Barney's Version	7539.0	3448.0	0.31382543005369984	3892	tt1423894	2010	8.0
Barry Lyndon	18508.0	2085.0	0.10124799689214782	716	tt0072684	1975	
Barton Fink	9395.0	505.0	0.05101010101010101	715	tt0101410	1991	12.0
Basic	12456.0	2078.0	0.14297509288564744	1759	tt0264395	2003	38.0
Basic Instinct	4871.0	2680.0	0.35491987816183285	718	tt0103772	1992	247.0
Basquiat	10564.0	2094.0	0.16542897772159898	1762	tt0115632	1996	5.0
Batman	2615.0	1136.0	0.30285257264729404	725	tt0096895	1989	550.0
Batman & Robin	7020.0	3126.0	0.3081017149615612	1771	tt0118688	1997	202.0
Batman Begins	6853.0	922.0	0.11858520900321544	1773	tt0372784	2005	278.0
Batman Forever	9956.0	2082.0	0.17295231766074098	1775	tt0112462	1995	368.0
Batman Returns	6278.0	1188.0	0.15912135012054648	722	tt0103776	1992	341.0
Battle of the Year	10485.0	305.0	0.028266913809082483	6053	tt1532958	2013	9.0
Beaches	708.0	3477.0	0.8308243727598567	3902	tt0094715	1988	120.0
Bean	9432.0	2034.0	0.17739403453689168	1789	tt0118689	1997	85.0
Beasts of No Nation	6639.0	104.0	0.01542340204656681	5380	tt1365050	2015	
Beasts of the Southern Wild	1706.0	2325.0	0.576779955346068	1792	tt2125435	2012	13.0
Beauty and the Beast	7291.0	2868.0	0.28231125110739247	9254	tt0101414	1991	452.0
Beavis and Butt-Head Do America	2978.0	519.0	0.1484129253645982	729	tt0115641	1996	124.0
Bed of Roses	2586.0	3999.0	0.6072892938496584	8031	tt0115644	1996	74.0
Bee Movie	7303.0	1819.0	0.19940802455601842	3907	tt0389790	2007	160.0
Beetlejuice	5372.0	6004.0	0.5277777777777778	3909	tt0094721	1988	155.0
Before Midnight	7977.0	7529.0	0.48555397910486264	5381	tt2209418	2013	8.0
Before Sunrise	5467.0	5957.0	0.5214460784313726	8727	tt0112471	1995	10.0
Before Sunset	3993.0	5030.0	0.5574642580073147	6916	tt0381681	2004	8.0
Begin Again	8318.0	5070.0	0.37869734090230056	8633	tt1980929	2013	17.0
Beginners	8861.0	2502.0	0.2201883305465106	1796	tt1532503	2010	6.0
Being Human	9707.0	2680.0	0.21635585694679907	734	tt0106379	1994	3.0
Being John Malkovich	6344.0	3931.0	0.3825790754257907	1801	tt0120601	1999	39.0
Being There	15418.0	5850.0	0.27506112469437655	1802	tt0078841	1979	
Belle	4228.0	4586.0	0.5203085999546176	5383	tt2404181	2013	11.0
Beloved	8692.0	19594.0	0.6927101746447005	1807	tt0120603	1998	42.0
Below	7161.0	1301.0	0.1537461593004018	3918	tt0276816	2002	0.0
Beneath the Planet of the Apes	3245.0	450.0	0.12178619756427606	3919	tt0065462	1970	
Benny & Joon	6780.0	2078.0	0.23459020094829533	1809	tt0106387	1993	48.0
Beowulf	4940.0	1433.0	0.22485485642554526	3920	tt0442933	2007	103.0
Beowulf & Grendel	4749.0	861.0	0.153475935828877	3922	tt0402057	2005	
Big	8568.0	3290.0	0.27744982290436837	1811	tt0094737	1988	243.0
Big Eyes	5218.0	3125.0	0.3745655040153422	6910	tt1126590	2014	15.0
Big Fan	3410.0	657.0	0.1615441357265798	6607	tt1228953	2009	
Big Fish	6953.0	2173.0	0.2381108919570458	740	tt0319061	2003	95.0
Bird on a Wire	1863.0	1126.0	0.3767146202743392	8095	tt0099141	1990	146.0
Birdman or (The Unexpected Virtue of Ignorance)	6884.0	3023.0	0.3051377813667104	5385	tt2562232	2014	45.0
Birthday Girl	8352.0	2682.0	0.24306688417618272	1831	tt0188453	2001	7.0
Black Christmas	534.0	3824.0	0.877466727856815	8237	tt0454082	2006	21.0
Black Rain	5225.0	404.0	0.07177118493515722	744	tt0096933	1989	99.0
Black Snake Moan	15054.0	6536.0	0.30273274664196387	1838	tt0462200	2006	12.0
Black Swan	1947.0	2444.0	0.5565930312001822	1841	tt0947798	2010	117.0
Blade	10760.0	3548.0	0.24797316186748672	1843	tt0120611	1998	129.0
Blade II	9512.0	2064.0	0.17829993089149965	1846	tt0187738	2002	122.0
Blade Runner	11916.0	2078.0	0.14849221094754894	1849	tt0083658	1982	4.0
Blade: Trinity	4704.0	1942.0	0.29220583809810413	3936	tt0359013	2004	73.0
Blades of Glory	8559.0	1139.0	0.1174468962672716	7935	tt0445934	2007	149.0
Blast from the Past	15024.0	8676.0	0.3660759493670886	1853	tt0124298	1999	45.0
Blazing Saddles	4753.0	309.0	0.061043065981825365	8301	tt0071230	1974	558.0
Blood Diamond	5075.0	1206.0	0.19200764209520776	8743	tt0450259	2006	76.0
Blood Simple.	4201.0	1462.0	0.2581670492671729	1861	tt0086979	1984	4.0
Blood Work	1052.0	1530.0	0.592563903950426	8744	tt0309377	2002	39.0
Blood and Wine	11142.0	3925.0	0.26050308621490675	1858	tt0115710	1996	2.0
Bloodfist VII: Manhunt	4485.0	630.0	0.12316715542521994	4589	tt0112533	1995	
Blow	21740.0	3342.0	0.133242963081094	1863	tt0221027	2001	81.0
Blue Jasmine	884.0	2747.0	0.7565408978242908	8479	tt2334873	2013	35.0
Blue Valentine	5025.0	2694.0	0.3490089389817334	3947	tt1120985	2010	10.0
Blue Velvet	12710.0	7890.0	0.38300970873786405	1866	tt0090756	1986	20.0
Bodies, Rest & Motion	7382.0	5544.0	0.4289029862293053	1870	tt0106447	1993	1.0
Body Heat	14404.0	8418.0	0.3688546139689773	1872	tt0082089	1981	
Body of Evidence	7200.0	3511.0	0.3277938567827467	757	tt0106453	1993	27.0
Body of Lies	10488.0	693.0	0.06198014488865039	6582	tt0758774	2008	47.0
Boiler Room	13596.0	1465.0	0.09727109753668416	3951	tt0181984	2000	27.0
Bone Tomahawk	7147.0	736.0	0.09336546999873145	8392	tt2494362	2015	
Bones	5707.0	1463.0	0.20404463040446305	1879	tt0166110	2001	11.0
Bonnie and Clyde	12996.0	5902.0	0.31230818075986877	1882	tt0061418	1967	
Boogie Nights	13930.0	3974.0	0.2219615728328865	1884	tt0118749	1997	50.0
Borderland	6062.0	759.0	0.1112740067438792	7351	tt0452592	2007	
Born on the Fourth of July	5422.0	528.0	0.08873949579831933	8025	tt0096969	1989	153.0
Bound	7338.0	11108.0	0.6021901767320829	1895	tt0115736	1996	7.0
Boxing Helena	3786.0	2967.0	0.43936028431808083	8628	tt0106471	1993	3.0
Boy Who Never Slept	5567.0	2992.0	0.34957354831171866	3958	tt1781782	2006	
Boyhood	10675.0	5926.0	0.35696644780434916	5386	tt1065073	2014	27.0
Boys on the Side	1425.0	7548.0	0.841190237378803	5287	tt0112571	1995	46.0
Boyz n the Hood	6970.0	2113.0	0.23263239017945614	7796	tt0101507	1991	118.0
Braveheart	4873.0	1024.0	0.17364761743259285	771	tt0112573	1995	151.0
Brazil	6479.0	1154.0	0.15118564129437967	774	tt0088846	1985	24.0
Breakdown	3740.0	460.0	0.10952380952380952	8760	tt0118771	1997	94.0
Breakfast of Champions	11841.0	1713.0	0.1263833554670208	8560	tt0120618	1999	
Breaking Away	8814.0	1795.0	0.1691959656895089	1921	tt0078902	1979	
Brick	16510.0	3234.0	0.16379659643435981	1922	tt0393109	2005	2.0
Brick Mansions	7842.0	728.0	0.08494749124854142	8410	tt1430612	2014	21.0
Bridesmaids	2014.0	9010.0	0.8173076923076923	1925	tt1478338	2011	185.0
Bridge of Spies	8959.0	272.0	0.029465930018416207	5388	tt3682448	2015	74.0
Bright Star	4508.0	4452.0	0.496875	3966	tt0810784	2009	5.0
Bringing Out the Dead	5799.0	1711.0	0.2278295605858855	776	tt0163988	1999	28.0
Broadcast News	19462.0	9556.0	0.32931284030601693	1928	tt0092699	1987	113.0
Brokeback Mountain	3011.0	411.0	0.1201052016364699	8765	tt0388795	2005	112.0
Broken Arrow	6948.0	1412.0	0.16889952153110047	779	tt0115759	1996	138.0
Broken Embraces	8804.0	6200.0	0.4132231404958678	1933	tt0913425	2009	5.0
Brooklyn	3285.0	6848.0	0.6758117043323794	5389	tt2381111	2015	31.0
Brooklyn's Finest	6233.0	1041.0	0.14311245532031894	3970	tt1210042	2009	31.0
Brothers	5589.0	3002.0	0.3494354557094634	3972	tt0765010	2009	33.0
Bruce Almighty	9584.0	3425.0	0.2632792681989392	781	tt0315327	2003	350.0
Buffy the Vampire Slayer	6184.0	5181.0	0.4558732952045754	1939	tt0103893	1992	34.0
Bull Durham	9542.0	6122.0	0.39083248212461696	1940	tt0094812	1988	107.0
Bullets Over Broadway	3635.0	1683.0	0.3164723580293343	6707	tt0109348	1994	27.0
Buried	13700.0	869.0	0.059647196101311	1943	tt1462758	2010	1.0
Burlesque	7068.0	10788.0	0.6041666666666666	1945	tt1126591	2010	43.0
Burn After Reading	5827.0	2471.0	0.2977825982164377	785	tt0887883	2008	73.0
Burning Annie	11514.0	5246.0	0.3130071599045346	1948	tt0307879	2004	
Cabaret	2057.0	3278.0	0.6144329896907217	3980	tt0068327	1972	219.0
Cabin Fever 2: Spring Fever	6320.0	1130.0	0.15167785234899328	7216	tt0961722	2009	
Caddyshack	8462.0	2133.0	0.20132137800849456	7206	tt0080487	1980	128.0
Cake	946.0	5276.0	0.8479588556734169	6527	tt3442006	2014	1.0
Call Northside 777	4675.0	739.0	0.1364979682305135	3984	tt0040202	1948	
Calvary	4385.0	4003.0	0.4772293752980448	8019	tt2234003	2014	3.0
Candle to Water	5674.0	547.0	0.08792798585436425	1953	tt2387411	2012	
Candyman	2295.0	3599.0	0.6106209704784527	8645	tt0103919	1992	54.0
Cape Fear	5281.0	2237.0	0.29755254056930036	7382	tt0101540	1991	163.0
Capote	19022.0	3472.0	0.15435227171690227	1955	tt0379725	2005	38.0
Capricorn One	9230.0	863.0	0.08550480531061132	7179	tt0077294	1978	
Captain America: The First Avenger	5808.0	747.0	0.11395881006864989	8500	tt0458339	2011	194.0
Captain Phillips	6618.0	487.0	0.0685432793807178	6040	tt1535109	2013	114.0
Career Opportunities	7968.0	2759.0	0.2572014542742612	6611	tt0101545	1991	23.0
Carlito's Way	7623.0	1400.0	0.1551590380139643	7328	tt0106519	1993	77.0
Carol	2603.0	6741.0	0.7214255136986302	5390	tt2402927	2015	
Carrie	2766.0	5541.0	0.6670278078728783	7516	tt1939659	2013	37.0
Cars 2	11135.0	1511.0	0.11948442195160525	1957	tt1216475	2011	209.0
Case 39	2926.0	4934.0	0.627735368956743	1962	tt0795351	2009	15.0
Casino	57944.0	9734.0	0.14382812730872663	1963	tt0112641	1995	84.0
Cast Away	4956.0	867.0	0.14889232354456466	789	tt0162222	2000	377.0
Catch Me If You Can	8913.0	1688.0	0.15923026129610415	1968	tt0264464	2002	245.0
Catch-22	16225.0	764.0	0.04497027488374831	7463	tt0065528	1970	
Catwoman	3100.0	6675.0	0.6828644501278772	790	tt0327554	2004	56.0
Cecil B. DeMented	5758.0	2009.0	0.25865842667696665	1973	tt0173716	2000	2.0
Cedar Rapids	11418.0	1819.0	0.1374178439223389	1974	tt1477837	2011	7.0
Celeste & Jesse Forever	5056.0	8350.0	0.6228554378636432	1975	tt1405365	2012	3.0
Cellular	7578.0	2063.0	0.21398195207965978	793	tt0337921	2004	44.0
Chain Reaction	4972.0	1538.0	0.23625192012288787	8505	tt0115857	1996	40.0
Changeling	8895.0	4177.0	0.31953794369645044	795	tt0824747	2008	43.0
Chaos	13588.0	2380.0	0.14904809619238477	1985	tt0402910	2005	
Chaplin	6435.0	591.0	0.08411614005123826	8103	tt0103939	1992	19.0
Charlie Bartlett	5730.0	1426.0	0.19927333705980996	6213	tt0423977	2007	4.0
Charlie's Angels	3608.0	6964.0	0.6587211502080969	1989	tt0160127	2000	201.0
Chasing Amy	20574.0	10864.0	0.34556905655576053	1991	tt0118842	1997	22.0
Chasing Sleep	12654.0	3328.0	0.2082342635464898	1993	tt0221069	2000	
Chef	7631.0	1978.0	0.20584868352586116	7820	tt2883512	2014	33.0
Cherry Falls	4250.0	5392.0	0.5592200788218212	1995	tt0175526	2000	
Children of Men	5282.0	2339.0	0.306915103004855	4008	tt0206634	2006	46.0
Children of the Corn	4036.0	1326.0	0.24729578515479297	6538	tt0087050	1984	37.0
Chill Factor	8982.0	245.0	0.02655250894115097	4010	tt0163579	1999	19.0
Chinatown	9701.0	1992.0	0.17035833404601045	1999	tt0071315	1974	
Chocolat	3224.0	3254.0	0.5023155294844087	4012	tt0241303	2000	115.0
Choose Me	3196.0	6408.0	0.6672219908371512	8287	tt0087054	1984	
Christ Complex	3803.0	3157.0	0.4535919540229885	2002	tt2416048	2012	
Christine	4200.0	1693.0	0.28729000509078567	8189	tt0085333	1983	58.0
Christmas Vacation	7110.0	1803.0	0.2022887916526422	8011	tt0097958	1989	156.0
Chronicle	6943.0	542.0	0.07241148964595859	2003	tt1706593	2012	70.0
Cinema Paradiso	15348.0	5806.0	0.2744634584475749	2011	tt0095765	1988	
Cirque du Freak: The Vampire's Assistant	8109.0	317.0	0.03762164728222169	7508	tt0450405	2009	16.0
Citizen Kane	11447.0	2240.0	0.16365894644553225	808	tt0033467	1941	
City Hall	9923.0	1831.0	0.15577675684873235	4015	tt0115907	1996	39.0
City Heat	4743.0	635.0	0.11807363332093715	6742	tt0087062	1984	99.0
City Island	3439.0	3083.0	0.4727077583563324	4016	tt1174730	2009	7.0
City of God	7610.0	771.0	0.09199379548979836	5847	tt0317248	2002	11.0
City of Joy	8602.0	5278.0	0.3802593659942363	809	tt0103976	1992	30.0
Clash of the Titans	9864.0	5206.0	0.34545454545454546	2019	tt0800320	2010	179.0
Clear and Present Danger	4243.0	179.0	0.040479421076436005	7983	tt0109444	1994	253.0
Clerks	24428.0	6956.0	0.22164160081570228	2020	tt0109445	1994	6.0
Click	7856.0	1575.0	0.16700243876577245	6038	tt0389860	2006	181.0
Cliffhanger	6508.0	1872.0	0.2233890214797136	2027	tt0106582	1993	176.0
Cloud Atlas	8228.0	3326.0	0.2878656742253765	8786	tt1371111	2012	29.0
Cloudy with a Chance of Meatballs	5253.0	1495.0	0.22154712507409602	7984	tt0844471	2009	145.0
Cloudy with a Chance of Meatballs 2	7132.0	1460.0	0.16992551210428306	6039	tt1985966	2013	128.0
Cloverfield	4740.0	2205.0	0.3174946004319654	8192	tt1060277	2008	96.0
Clue	6891.0	2516.0	0.2674604018284256	5297	tt0088930	1985	7.0
Clueless	5146.0	5226.0	0.5038565368299267	2029	tt0112697	1995	113.0
Coal Miner's Daughter	4680.0	4560.0	0.4935064935064935	4030	tt0080549	1980	258.0
